location,total_stops,avg_dwell_hours,median_dwell_hours,pct_delayed,currently_stuck,category
MODINAGAR,25,159.1,162.45,76.0,2,Prioritize for Clearing
Dimapur,2,159.1,159.06263888888887,100.0,0,Ignore
sitapur,2,159.1,159.09180555555557,100.0,0,Ignore
"Sehore, Sehore, MADHYA PRADESH",2,159.1,159.07611111111112,100.0,0,Ignore
AMBASAMUDRAM,1,159.0,159.01666666666668,100.0,0,Ignore
"Shirur, Shirur, MAHARASHTRA",1,159.0,158.99722222222223,100.0,0,Ignore
Ahmadpur,2,159.0,158.98069444444442,50.0,0,Ignore
"Kottur, Kottur, KARNATAKA",2,159.0,158.98666666666665,50.0,0,Ignore
"LKO/CHK, Lucknow, UTTAR PRADESH",4,158.9,148.85527777777776,50.0,0,Ignore
SAKET  E-TAIL DELIVERY,124,158.9,162.48333333333335,75.8,11,Prioritize for Clearing
BANASHANKARI,90,158.9,146.075,76.7,5,Prioritize for Clearing
Parli Vaijinath,2,158.8,158.82833333333332,50.0,0,Ignore
Raxaul,2,158.8,158.78291666666667,50.0,0,Ignore
PATHANKOT COUNTER,47,158.7,159.03333333333333,80.9,0,Prioritize for Clearing
RATNAGIRI,27,158.7,161.6,74.1,2,Prioritize for Clearing
SHIKARIPUR,7,158.7,111.76666666666667,100.0,0,Prioritize for Clearing
"DEL/SLG, Delhi NCR, DELHI",30,158.7,148.0990277777778,70.0,2,Prioritize for Clearing
"RSC/Tarn Taran Sahib, Tarn Taran Sahib, PUNJAB",7,158.7,163.62083333333334,85.7,1,Prioritize for Clearing
"Beas, BEAS, PUNJAB",10,158.7,120.65041666666667,70.0,2,Prioritize for Clearing
GUINDY,79,158.6,134.65,75.9,3,Prioritize for Clearing
RAYGADA REACH,16,158.6,146.55,87.5,1,Prioritize for Clearing
Thiruvallur,4,158.6,139.4598611111111,75.0,0,Ignore
CUDDALORE,5,158.5,186.48333333333332,80.0,1,Prioritize for Clearing
Kanakpura,1,158.5,158.4688888888889,100.0,0,Ignore
"Khambalia, Khambhalia, GUJARAT",2,158.5,158.46694444444447,50.0,0,Ignore
GZBD,502,158.5,99.95541666666666,72.9,13,Prioritize for Clearing
"DKU, Kalyan, MAHARASHTRA",36,158.5,72.64777777777778,75.0,1,Prioritize for Clearing
"TRV/KNA, Trivandrum, KERALA",5,158.3,152.59416666666667,100.0,0,Prioritize for Clearing
VYTL,122,158.3,89.42222222222222,77.0,3,Prioritize for Clearing
"Puthucode, ALATHUR, KERALA",1,158.2,158.15777777777777,100.0,0,Ignore
HASSAN,28,158.2,102.9,64.3,1,Prioritize for Clearing
NAGERCOIL,10,158.2,147.01666666666665,70.0,0,Prioritize for Clearing
MUVVALAVANIPALEM,55,158.2,138.65,74.5,5,Prioritize for Clearing
CSVN,5,158.2,189.33277777777778,60.0,1,Prioritize for Clearing
MAYAPURI (MAYA),1,158.2,158.2461111111111,100.0,0,Ignore
SXR AIRPORT CENTRE,1,158.2,158.16666666666666,100.0,0,Ignore
Saravanampatti / Coimbatore,13,158.1,174.73888888888888,53.8,0,Prioritize for Clearing
"Chirimiri, Chirimiri, CHHATTISGARH",1,158.1,158.1275,100.0,0,Ignore
DABHOI,1,158.1,158.06666666666666,100.0,0,Ignore
JADAVPUR - COD,62,158.1,138.31666666666666,72.6,9,Prioritize for Clearing
HALDIA,25,158.1,154.45,88.0,0,Prioritize for Clearing
TUNC,1,158.0,157.99444444444444,100.0,0,Ignore
Kollegala,2,158.0,158.03305555555556,50.0,0,Ignore
"NBM/NBM, Navi Mumbai, MAHARASHTRA",61,157.9,90.44694444444444,78.7,4,Prioritize for Clearing
"SXR/RNW, Srinagar, JAMMU AND KASHMIR",21,157.9,123.73305555555555,95.2,0,Prioritize for Clearing
"Khusrupur, Khusrupur, BIHAR",2,157.9,157.8809722222222,50.0,0,Ignore
"Hansi, Hansi, HARYANA",4,157.9,168.11416666666665,75.0,1,Ignore
BANSWARA,2,157.9,157.89222222222222,50.0,0,Ignore
VARACHHA ETAIL INBOUND,50,157.9,108.65,80.0,0,Prioritize for Clearing
"Betul, Betul, MADHYA PRADESH",6,157.9,159.69111111111113,100.0,0,Prioritize for Clearing
BEHALA CHOWRASTA,67,157.9,137.95,82.1,6,Prioritize for Clearing
BARRACKPORE BDEL,69,157.9,138.26666666666668,78.3,7,Prioritize for Clearing
SARJAPUR ROAD,75,157.8,116.4,77.3,6,Prioritize for Clearing
JATNI,14,157.8,162.89166666666665,71.4,3,Prioritize for Clearing
FARIDABAD NEHAR PAR,97,157.8,134.81666666666666,74.2,8,Prioritize for Clearing
"Surajgarh, Surajgarh, RAJASTHAN",2,157.8,157.8173611111111,100.0,0,Ignore
VRS APEX/SFC PUD,2,157.7,157.71666666666664,100.0,0,Ignore
MIRAN SAHIB,19,157.7,138.21666666666667,78.9,0,Prioritize for Clearing
"Mundi, Mundi, MADHYA PRADESH",1,157.7,157.68,100.0,0,Ignore
DANDELI,1,157.6,157.58333333333334,100.0,0,Ignore
"Ratlam, Ratlam, MADHYA PRADESH",13,157.6,108.70083333333334,76.9,2,Prioritize for Clearing
"Valase Satara, Satara, MAHARASHTRA",9,157.5,112.90333333333334,77.8,0,Prioritize for Clearing
LUDHIANA CITY,178,157.5,123.18333333333334,79.2,3,Prioritize for Clearing
AMBEJOGAI,5,157.5,65.88333333333334,80.0,1,Prioritize for Clearing
MORADABAD EXPANSION,9,157.4,160.25,100.0,0,Prioritize for Clearing
AMRITSAR,117,157.4,136.7,70.1,7,Prioritize for Clearing
JAJPUR,13,157.4,163.38333333333333,84.6,1,Prioritize for Clearing
RAM MURTHY NAGAR,95,157.3,109.18333333333334,75.8,1,Prioritize for Clearing
KUNIGAL,1,157.3,157.31666666666666,100.0,0,Ignore
KARUNAGAPALLY,23,157.3,179.13333333333333,82.6,0,Prioritize for Clearing
"Howrah, BATANAGAR, WEST BENGAL",10,157.3,107.37236111111112,70.0,3,Prioritize for Clearing
"Dahanu, Dahanu, MAHARASHTRA",3,157.3,158.9575,66.7,0,Ignore
"LAKHIMPURKHIRI, Lakhimpur Khiri, UTTAR PRADESH",7,157.3,132.20361111111112,71.4,2,Prioritize for Clearing
"KANCHIPURAM TN, KANCHIPURAM, TAMIL NADU",4,157.3,133.04736111111112,75.0,0,Ignore
"Vrinadavan Lko, Lucknow, UTTAR PRADESH",7,157.2,90.1913888888889,85.7,1,Prioritize for Clearing
"RNC/KDR, Ranchi, JHARKHAND",11,157.2,65.7936111111111,72.7,1,Prioritize for Clearing
"Mandsaur, Mandsaur, MADHYA PRADESH",3,157.2,183.60416666666666,66.7,0,Ignore
"Pallipalayam, Erode, TAMIL NADU",5,157.1,104.13416666666667,100.0,0,Prioritize for Clearing
ITO SERV CENTRE-JALANDHAR,68,157.1,136.20833333333334,75.0,2,Prioritize for Clearing
KALYAN BDEL,58,157.1,157.7,81.0,4,Prioritize for Clearing
LAKHIMPUR KHERI,16,157.1,181.60833333333335,93.8,0,Prioritize for Clearing
KATTAKADA,4,157.1,175.225,75.0,0,Ignore
"IXG/CTY-TML, Belgaum, KARNATAKA",4,157.0,139.20597222222221,100.0,0,Ignore
PRATAPGARH,9,157.0,205.63333333333333,77.8,0,Prioritize for Clearing
OUTER-LUDHIANA,32,157.0,134.95833333333331,75.0,0,Prioritize for Clearing
CTKE,66,157.0,113.23416666666667,78.8,0,Prioritize for Clearing
"CTK/JGP, Cuttack, ORISSA",3,157.0,160.99138888888888,100.0,0,Ignore
CANK,35,156.9,106.48305555555555,82.9,2,Prioritize for Clearing
THARAD,7,156.8,156.85,71.4,0,Prioritize for Clearing
TINSUKIA,10,156.8,123.76666666666667,100.0,0,Prioritize for Clearing
"Bomdila, Bomdila, ARUNACHAL PRADESH",4,156.8,115.85416666666667,50.0,0,Ignore
"Paratwadda, Paratwadda, MAHARASHTRA",8,156.8,104.23624999999998,50.0,1,Prioritize for Clearing
Palacode,2,156.7,156.6511111111111,50.0,0,Ignore
"Mandar, Mandar, JHARKHAND",3,156.7,87.99444444444444,100.0,0,Ignore
"HISSAR, Hissar, HARYANA",36,156.7,157.94069444444443,72.2,2,Prioritize for Clearing
"Sarkaghat, Sarkaghat, HIMACHAL PRADESH",1,156.7,156.68027777777777,100.0,0,Ignore
NAVI MUMBAI,5,156.6,9.9675,40.0,0,Prioritize for Clearing
"EDAPPAL, EDAPPAL, KERALA",3,156.6,159.53972222222222,100.0,0,Ignore
"Agacaim Verna, Goa, GOA",3,156.5,63.039722222222224,100.0,0,Ignore
Pavagada,2,156.5,156.4986111111111,50.0,0,Ignore
Hunsur,2,156.5,156.51902777777778,50.0,0,Ignore
ATMAKUR,1,156.5,156.53333333333333,100.0,0,Ignore
"Gandhidham, Gandhidham, GUJARAT",25,156.4,108.70444444444445,68.0,0,Prioritize for Clearing
Hukkeri,2,156.4,156.40152777777774,50.0,0,Ignore
"Dahina, DAHINA, HARYANA",7,156.4,134.3275,71.4,0,Prioritize for Clearing
"Ambegaon, PUNE, MAHARASHTRA",8,156.4,146.8838888888889,87.5,0,Prioritize for Clearing
Diamondharbour,1,156.3,156.27083333333334,100.0,0,Ignore
Mauganj,2,156.3,156.3259722222222,50.0,0,Ignore
BELLUR,3,156.3,157.20916666666668,66.7,0,Ignore
Madanapallee,9,156.3,38.471944444444446,55.6,0,Prioritize for Clearing
Raebareili,2,156.3,156.25055555555556,50.0,0,Ignore
CPLC,261,156.2,89.17888888888889,69.3,5,Prioritize for Clearing
OKHLA E-TAIL DELIVERY,152,156.2,156.11666666666667,73.0,8,Prioritize for Clearing
Saraipalli,2,156.2,156.20583333333332,50.0,0,Ignore
"PNQ/DPR, PUNE, MAHARASHTRA",31,156.2,57.586666666666666,77.4,0,Prioritize for Clearing
Hatia,2,156.0,156.01597222222222,50.0,0,Ignore
"Anantnag1, Anantnag, JAMMU AND KASHMIR",5,156.0,228.9688888888889,60.0,1,Prioritize for Clearing
MIRM,161,155.9,65.89222222222222,70.2,4,Prioritize for Clearing
BARBIL OFFICE,16,155.9,145.63333333333333,93.8,0,Prioritize for Clearing
BHATAPARA,3,155.8,137.06666666666666,100.0,0,Ignore
GIRIDIH OFFICE,8,155.8,149.40833333333333,75.0,2,Prioritize for Clearing
SULUR,7,155.8,35.983333333333334,71.4,0,Prioritize for Clearing
GOREGAON JOGESHWARI ETAIL,82,155.8,113.6,73.2,2,Prioritize for Clearing
"Baramulla JK, Baramulla, JAMMU AND KASHMIR",5,155.7,87.265,100.0,0,Prioritize for Clearing
"Shrirampur WB, Shrirampur WB, WEST BENGAL",1,155.7,155.68416666666667,100.0,0,Ignore
"Haldwani, Haldwani, UTTARAKHAND",42,155.7,135.49013888888888,71.4,2,Prioritize for Clearing
Nanjangud,2,155.7,155.72944444444443,50.0,0,Ignore
REHABARI OFFICE,58,155.7,121.88333333333333,72.4,0,Prioritize for Clearing
MAHALAKSHMI PURAM  ETAIL,163,155.7,113.53333333333333,71.2,15,Prioritize for Clearing
VIJAYAMANGALAM,6,155.6,152.37861111111113,50.0,0,Prioritize for Clearing
NASIK ROAD,18,155.6,122.56666666666666,72.2,0,Prioritize for Clearing
"Dharmshala, Dharmshala, HIMACHAL PRADESH",26,155.6,157.00180555555556,84.6,0,Prioritize for Clearing
RAGHUNATHGANJ,13,155.6,159.85,92.3,0,Prioritize for Clearing
BLR ETAIL PROCESSING UNIT,49,155.5,110.68333333333334,75.5,4,Prioritize for Clearing
MOKOKCHUNG,6,155.5,157.225,100.0,0,Prioritize for Clearing
Azamgarh,2,155.5,155.46694444444444,50.0,0,Ignore
"Rewa MP, Rewa, MADHYA PRADESH",24,155.5,103.85708333333334,70.8,2,Prioritize for Clearing
Bhongir,2,155.5,155.48624999999998,50.0,0,Ignore
BKC ETAIL,84,155.5,123.20000000000002,81.0,6,Prioritize for Clearing
"Gondia, Gondia, MAHARASHTRA",3,155.4,136.135,100.0,0,Ignore
ULWA,17,155.4,185.71666666666667,76.5,4,Prioritize for Clearing
PALANI,5,155.4,161.63333333333333,100.0,0,Prioritize for Clearing
Simdega,1,155.4,155.44833333333332,100.0,0,Ignore
MADHURAWADA REACH,21,155.4,162.26666666666668,81.0,1,Prioritize for Clearing
HONNAVARA,8,155.3,136.16666666666669,100.0,0,Prioritize for Clearing
"MiranSahib1, Miran Sahib, JAMMU AND KASHMIR",13,155.2,134.97916666666666,84.6,0,Prioritize for Clearing
"Tirupathi, Tirupati, ANDHRA PRADESH",5,155.2,114.54305555555555,60.0,0,Prioritize for Clearing
"Midnapore, MIDNAPORE, WEST BENGAL",8,155.1,172.34680555555556,100.0,0,Prioritize for Clearing
NAD KOTHA ROAD,21,155.1,178.46666666666667,76.2,3,Prioritize for Clearing
TOLICHOWKI E-TAIL CENTRE,79,155.1,137.45,67.1,3,Prioritize for Clearing
Hardoi,4,155.0,154.485,50.0,0,Ignore
NALIYA,4,155.0,158.61666666666667,75.0,0,Ignore
SILIGURI,68,155.0,156.05,76.5,7,Prioritize for Clearing
SHAMLI,31,155.0,158.78333333333333,64.5,0,Prioritize for Clearing
Bhattiprolu,2,154.9,154.86513888888888,50.0,0,Ignore
CHANDIGARH,9,154.8,249.46083333333334,55.6,0,Prioritize for Clearing
Kuppam,2,154.8,154.84652777777777,50.0,0,Ignore
"Turvekere, TURVEKERE, KARNATAKA",2,154.8,154.80708333333337,100.0,0,Ignore
Kusumgram,4,154.8,131.46833333333333,50.0,0,Ignore
GBTE,66,154.7,82.26763888888888,80.3,1,Prioritize for Clearing
MALUMICHAMPATTI,16,154.7,135.18333333333334,81.3,0,Prioritize for Clearing
SOUKYA ROAD,48,154.7,112.46666666666667,77.1,1,Prioritize for Clearing
NANPURA SERVICE CENTRE,151,154.7,108.76666666666667,82.8,0,Prioritize for Clearing
NASHIK,9,154.6,153.33805555555554,66.7,0,Prioritize for Clearing
"Shri Dungargarh, Shri Dungargarh, RAJASTHAN",4,154.6,182.97833333333332,75.0,1,Ignore
VIJA,160,154.6,112.67,77.5,17,Prioritize for Clearing
"MAA/ICF-TML, Chennai, TAMIL NADU",39,154.6,87.23638888888888,74.4,1,Prioritize for Clearing
"Hanskhali, Hanskhali, WEST BENGAL",2,154.6,154.6284722222222,100.0,0,Ignore
KHARIAR,5,154.6,157.98333333333332,80.0,0,Prioritize for Clearing
"DEL/BDR, New Delhi, DELHI",89,154.5,156.9411111111111,78.7,5,Prioritize for Clearing
ANTARIKSH BHAVAN,31,154.5,160.95,80.6,2,Prioritize for Clearing
"PDY/SA-WTT, PONDICHERRY, TAMIL NADU",8,154.4,99.8436111111111,50.0,0,Prioritize for Clearing
"SONIPAT, Panipat, HARYANA",25,154.4,179.13555555555556,60.0,1,Prioritize for Clearing
"Bhadravati MH, Chandrapur, MAHARASHTRA",2,154.4,154.39180555555555,100.0,0,Ignore
"Naina Devi, Naina devi, HIMACHAL PRADESH",2,154.3,154.34569444444446,100.0,0,Ignore
VAPI,43,154.3,132.26666666666668,81.4,0,Prioritize for Clearing
"Kendrapara, Kendrapara, ORISSA",5,154.3,159.63194444444446,80.0,0,Prioritize for Clearing
NOHAR,10,154.3,149.625,70.0,1,Prioritize for Clearing
KOTDWAR,13,154.3,157.53333333333333,84.6,0,Prioritize for Clearing
"Nawanshahr, Nawansahar, PUNJAB",9,154.3,111.74055555555556,88.9,0,Prioritize for Clearing
JUNAGADH,20,154.3,101.91666666666667,70.0,4,Prioritize for Clearing
Bhiwandi,4,154.2,141.65847222222223,75.0,0,Ignore
NARNAUL,6,154.2,158.59166666666667,83.3,0,Prioritize for Clearing
Mogaltur,4,154.1,149.32708333333332,75.0,0,Ignore
Tiruvallur,2,154.1,154.11305555555558,50.0,0,Ignore
DAMODAR NAGAR,16,154.1,147.98333333333335,81.3,2,Prioritize for Clearing
ADHR,727,154.0,90.53111111111112,79.5,28,Prioritize for Clearing
"Malerkotla, Malerkotla, PUNJAB",12,154.0,136.7288888888889,91.7,0,Prioritize for Clearing
AURAIYA,13,154.0,108.16666666666667,76.9,0,Prioritize for Clearing
"ARN/SA-CPT, Tiruvannamalai, TAMIL NADU",2,154.0,154.0011111111111,100.0,0,Ignore
BHUJ,32,154.0,135.06875,81.3,0,Prioritize for Clearing
"Uluberia, HOWRAH, WEST BENGAL",5,154.0,161.7536111111111,100.0,0,Prioritize for Clearing
"DEL/SANGAMVIHAR, New Delhi, DELHI",38,153.9,151.72652777777776,63.2,7,Prioritize for Clearing
"Ramtek, Ramtek, MAHARASHTRA",2,153.9,153.93319444444444,100.0,0,Ignore
Kharagpur,6,153.9,144.05861111111108,50.0,0,Prioritize for Clearing
DEORIA,10,153.9,143.85,90.0,0,Prioritize for Clearing
"Hazira, Surat, GUJARAT",9,153.9,114.46194444444444,77.8,1,Prioritize for Clearing
ADONI,2,153.8,153.7775,50.0,0,Ignore
MUDHOL,2,153.8,153.79166666666669,100.0,0,Ignore
AIRPORT SERVICE CENTRE,24,153.7,123.75833333333333,70.8,1,Prioritize for Clearing
MURTIZAPUR,3,153.7,185.78333333333333,66.7,1,Ignore
CARH,380,153.7,83.67083333333333,76.8,23,Prioritize for Clearing
Jorhat,4,153.7,136.4763888888889,75.0,0,Ignore
VZGP,226,153.6,86.34777777777778,76.1,16,Prioritize for Clearing
MAHBUB NAGAR,28,153.6,111.38333333333333,71.4,3,Prioritize for Clearing
DAMOH,5,153.6,135.38333333333333,80.0,0,Prioritize for Clearing
"Sultana, Sultana, RAJASTHAN",2,153.6,153.59388888888887,100.0,0,Ignore
ROHINI SERVICE CENTRE,21,153.6,165.3,71.4,2,Prioritize for Clearing
"Manuguru, MANUGURU, TELANGANA",4,153.6,153.61208333333332,75.0,0,Ignore
SELAIYUR,43,153.5,129.93333333333334,69.8,2,Prioritize for Clearing
Tiruporur,2,153.5,153.54,50.0,0,Ignore
BADDI,25,153.5,158.41666666666666,80.0,0,Prioritize for Clearing
"Dabhara, DABHARA, CHHATTISGARH",2,153.4,153.35347222222222,100.0,0,Ignore
"DHOLAI, Dholai, ASSAM",2,153.3,153.29347222222225,100.0,0,Ignore
KESHOD,11,153.3,45.67472222222222,81.8,2,Prioritize for Clearing
"DEL/MTN, New Delhi, DELHI",61,153.2,136.33,72.1,7,Prioritize for Clearing
SAMASTIPUR OFFICE,11,153.1,133,81.8,1,Prioritize for Clearing
DUMDUM COD CENTRE,81,153.0,157.91666666666666,79.0,10,Prioritize for Clearing
DINDIGUL,14,153.0,74.66666666666666,57.1,2,Prioritize for Clearing
ISLAMPUR,3,153.0,155.1,66.7,0,Ignore
"CCU/PFK- TML, Kolkata, WEST BENGAL",8,152.9,149.78680555555556,87.5,1,Prioritize for Clearing
"BLR/SKL-TML, BANGALORE, KARNATAKA",12,152.9,95.27277777777778,91.7,0,Prioritize for Clearing
"DEL/JPR, New Delhi, DELHI",119,152.8,138.385,76.5,8,Prioritize for Clearing
"Krishnanagar1, Krishnanagar, WEST BENGAL",5,152.8,162.06444444444443,100.0,0,Prioritize for Clearing
"Vansda, Vansda, GUJARAT",4,152.7,154.32777777777778,75.0,1,Ignore
Metpally,2,152.6,152.61152777777775,50.0,0,Ignore
KULLU,17,152.6,160.05,100.0,0,Prioritize for Clearing
"MarolMH, Mumbai, MAHARASHTRA",47,152.6,91.13861111111112,76.6,3,Prioritize for Clearing
R T NAGAR SERVICE CENTRE,56,152.6,115.71666666666667,73.2,5,Prioritize for Clearing
GANDIPET,42,152.6,148.26666666666665,69.0,3,Prioritize for Clearing
"DEL/MGK, New Delhi, DELHI",33,152.5,156.23666666666668,75.8,3,Prioritize for Clearing
BASWESHWAR NAGAR,61,152.5,108.43333333333334,70.5,5,Prioritize for Clearing
PANCHKULA,77,152.4,109.55,75.3,3,Prioritize for Clearing
"Somarpet, SOMARPET, KARNATAKA",1,152.4,152.3675,100.0,0,Ignore
SANGAREDDY,10,152.3,157.25833333333333,70.0,0,Prioritize for Clearing
"MAVELIKERA, Mavelikera, KERALA",5,152.3,104.86111111111111,100.0,0,Prioritize for Clearing
SJEX,274,152.2,112.25472222222223,70.1,7,Prioritize for Clearing
"TSK/DDM, Doomdooma, ASSAM",2,152.2,152.19,50.0,0,Ignore
ALVA,245,152.2,87.12361111111112,75.9,5,Prioritize for Clearing
KISHANGANJ OFFICE,13,152.2,181.96666666666667,84.6,2,Prioritize for Clearing
MFPE,62,152.2,90.92416666666668,83.9,3,Prioritize for Clearing
"Puthanathani, PUTHANATHANI, KERALA",4,152.2,150.3826388888889,100.0,0,Ignore
"Canacona, Goa, GOA",19,152.2,156.39888888888888,100.0,0,Prioritize for Clearing
"NIDADAVOLE, NIDADAVOLE, ANDHRA PRADESH",1,152.1,152.05638888888888,100.0,0,Ignore
"Khalispur, Khalispur, BIHAR",3,152.1,114.86277777777778,100.0,0,Ignore
"HYD/BWN, Hyderabad, TELANGANA",18,152.0,66.65986111111111,66.7,1,Prioritize for Clearing
AHD COD CENTER,135,152.0,114.36666666666666,68.1,8,Prioritize for Clearing
GARIVIDI REACH,3,152.0,112.86666666666666,100.0,0,Ignore
"Kanti, Kanti, BIHAR",7,152.0,181.95805555555555,85.7,0,Prioritize for Clearing
DALE,218,151.9,82.99430555555554,77.1,12,Prioritize for Clearing
"DEL/SKR, New Delhi, DELHI",97,151.8,137.2975,81.4,7,Prioritize for Clearing
"Changanassery, Kuttanad, KERALA",2,151.8,151.80083333333334,50.0,1,Ignore
"Bantwal1, Bantwal, KARNATAKA",3,151.7,180.93527777777777,66.7,0,Ignore
Puttaparthi,2,151.7,151.7136111111111,100.0,0,Ignore
"Durg, DURG, CHHATTISGARH",12,151.6,159.94125,100.0,0,Prioritize for Clearing
Nalagarh,4,151.6,110.47180555555556,50.0,0,Ignore
"VPT/SVP, Visakhapatnam, ANDHRA PRADESH",11,151.5,42.160555555555554,72.7,0,Prioritize for Clearing
"RSC/Jind, JIND, HARYANA",3,151.5,209.37444444444444,66.7,0,Ignore
BASHEERBAGH E-TAIL CENTRE,59,151.5,91.05,72.9,4,Prioritize for Clearing
BHIMAVARAM,11,151.4,109.01666666666667,81.8,0,Prioritize for Clearing
KISHANGARH,14,151.4,162.525,64.3,4,Prioritize for Clearing
THNM,323,151.4,83.89527777777778,79.9,12,Prioritize for Clearing
"Tasgaon, Tasgaon, MAHARASHTRA",2,151.4,151.37472222222223,100.0,0,Ignore
MARAIMALAI NAGAR,20,151.4,157.50833333333333,65.0,0,Prioritize for Clearing
MANSA,13,151.4,161.53333333333333,69.2,4,Prioritize for Clearing
"Bardoli, Bardoli, GUJARAT",4,151.4,89.81041666666667,100.0,0,Ignore
MANJERI,1,151.3,151.26111111111112,100.0,0,Ignore
Virar,11,151.3,18.190277777777776,45.5,0,Prioritize for Clearing
GRND,509,151.2,84.32027777777778,67.4,20,Prioritize for Clearing
"AshokNagar, Ashoknagar, MADHYA PRADESH",5,151.2,134.05083333333334,100.0,0,Prioritize for Clearing
"RSC/Jhunjhunu, Jhunjhunu, RAJASTHAN",5,151.2,158.60888888888888,80.0,1,Prioritize for Clearing
"Serampore, Hooghly, WEST BENGAL",15,151.2,130.27805555555557,80.0,1,Prioritize for Clearing
ARANI,6,151.2,185.69166666666666,83.3,0,Prioritize for Clearing
"Kaliaganj, KALIAGANJ, WEST BENGAL",2,151.1,151.13750000000002,50.0,0,Ignore
TIRUMANGALAM,4,151.1,124.08333333333334,75.0,0,Ignore
KALYANI BDEL,61,151.0,114.33333333333333,80.3,7,Prioritize for Clearing
"Beri, Beri, HARYANA",2,151.0,150.95805555555557,100.0,0,Ignore
NEELAMBUR,19,151.0,82.15,78.9,0,Prioritize for Clearing
UDHAMPUR,18,151.0,170.825,88.9,0,Prioritize for Clearing
ZIRAKHPUR,93,151.0,159.68333333333334,74.2,10,Prioritize for Clearing
AMBATTUR,36,150.9,145.39999999999998,72.2,1,Prioritize for Clearing
"HYD/KDP-TML, Hyderabad, TELANGANA",68,150.8,110.4638888888889,69.1,2,Prioritize for Clearing
JHILMIL INDUSTRIAL AREA,34,150.8,168.49166666666667,82.4,3,Prioritize for Clearing
"CCU/Kestopur-TML, Kolkata, WEST BENGAL",9,150.8,63.78055555555556,66.7,0,Prioritize for Clearing
"Dimapur, DIMAPUR, NAGALAND",20,150.8,146.89249999999998,90.0,0,Prioritize for Clearing
"JMD/MNG, Jamshedpur, JHARKHAND",11,150.7,115.97111111111111,72.7,1,Prioritize for Clearing
GOLA GORAKHNATH,9,150.7,113,88.9,0,Prioritize for Clearing
MALAPPURAM,8,150.6,171.28333333333333,62.5,0,Prioritize for Clearing
"LUD/FPT, Ludhiana, PUNJAB",8,150.6,162.06208333333336,62.5,1,Prioritize for Clearing
THRISSUR,12,150.6,92.41569444444445,91.7,0,Prioritize for Clearing
"Balachaur, Balachaur, PUNJAB",4,150.4,129.1876388888889,75.0,0,Ignore
"Asangaon, Asangaon, MAHARASHTRA",3,150.3,50.35,100.0,1,Ignore
ATCHUTAPURAM,3,150.3,180.88333333333333,100.0,0,Ignore
"TURA/RST, Tura, MEGHALAYA",6,150.3,115.35208333333333,66.7,0,Prioritize for Clearing
"Hapur, Hapur, UTTAR PRADESH",19,150.3,137.40527777777777,68.4,4,Prioritize for Clearing
"DarjeelingA, Darjeeling, WEST BENGAL",12,150.2,158.03736111111112,83.3,0,Prioritize for Clearing
MATHURA OFFICE,80,150.1,144.55,80.0,4,Prioritize for Clearing
WARDHANNAPET REACH,9,150.0,25.116666666666667,55.6,0,Prioritize for Clearing
SHIVAMOGGA,29,150.0,137.01666666666668,86.2,2,Prioritize for Clearing
MANDYA,16,149.9,135.14166666666668,68.8,0,Prioritize for Clearing
PEN,8,149.9,161.34166666666667,75.0,1,Prioritize for Clearing
"Mokama, Mokama, BIHAR",2,149.9,149.91666666666669,100.0,0,Ignore
NABHA,5,149.9,112.06666666666666,60.0,0,Prioritize for Clearing
AMETHI,13,149.9,113.38333333333334,69.2,1,Prioritize for Clearing
"Wagholi, PUNE, MAHARASHTRA",14,149.9,75.02194444444444,85.7,0,Prioritize for Clearing
KOPPAL,6,149.7,112.18333333333334,83.3,1,Prioritize for Clearing
"Shamakhunta, Shamakhunta, ORISSA",1,149.7,149.71916666666667,100.0,0,Ignore
CHARKHI DADRI,12,149.7,95.99166666666667,83.3,0,Prioritize for Clearing
DHROL,8,149.7,58.45,62.5,2,Prioritize for Clearing
BADAMI,5,149.7,234.2,80.0,0,Prioritize for Clearing
MAU,16,149.6,162.05833333333334,87.5,1,Prioritize for Clearing
"Math Laxmipur, Bareilly, UTTAR PRADESH",14,149.6,135.66375,64.3,3,Prioritize for Clearing
NIRMAL,7,149.5,161.85,57.1,0,Prioritize for Clearing
"Botad, Botad, GUJARAT",10,149.5,159.74041666666665,80.0,1,Prioritize for Clearing
GHATAL,4,149.4,146,100.0,0,Ignore
"Sukma, Sukma, CHHATTISGARH",3,149.3,132.25444444444443,100.0,0,Ignore
DERABASSI,28,149.3,112.30000000000001,78.6,0,Prioritize for Clearing
SEONI,17,149.2,155.48333333333332,76.5,3,Prioritize for Clearing
AURANGABAD,61,149.2,157.5,78.7,6,Prioritize for Clearing
Pithoragarh,2,149.2,149.20180555555555,100.0,0,Ignore
"Wadi1, Nagpur, MAHARASHTRA",7,149.1,100.3175,100.0,0,Prioritize for Clearing
IBRAHIMPATNAM,4,149.1,138.1,100.0,0,Ignore
"MEHERPUR, Silchar, ASSAM",2,149.1,149.05138888888888,50.0,1,Ignore
Nilanga,2,149.0,149.02888888888887,50.0,0,Ignore
"Mauganj, Mauganj, MADHYA PRADESH",2,149.0,149.0434722222222,50.0,0,Ignore
KHEDA EXPANSION,6,149.0,124.725,83.3,1,Prioritize for Clearing
GOMN,406,149.0,86.23694444444445,73.4,0,Prioritize for Clearing
RAM NAGAR -UTTARANCHA,13,149.0,109.65,84.6,0,Prioritize for Clearing
